,emotion,statements,situation,gender
datasources\LDC\wav\7NT2s0920.wav,neutral,november sixth,distant,female
datasources\LDC\wav\7NT2s0921.wav,neutral,november sixth,distant,female
datasources\LDC\wav\7NT2s0960.wav,neutral,eight hundred twelve,distant,female
datasources\LDC\wav\7NT2s0961.wav,neutral,eight hundred twelve,distant,female
datasources\LDC\wav\7NT2s1030.wav,neutral,ten thousand nine,distant,female
datasources\LDC\wav\7NT2s1031.wav,neutral,ten thousand nine,distant,female
datasources\LDC\wav\7NT2s1840.wav,neutral,two thousand one,distant,female
datasources\LDC\wav\7NT2s1841.wav,neutral,two thousand one,distant,female
datasources\LDC\wav\7NT2s1940.wav,neutral,one thousand three,distant,female
datasources\LDC\wav\7NT2s1941.wav,neutral,one thousand three,distant,female
datasources\LDC\wav\7NT2s2250.wav,neutral,september third,distant,female
datasources\LDC\wav\7NT2s2251.wav,neutral,september third,distant,female
datasources\LDC\wav\7NT2s2260.wav,neutral,six thousand ten,distant,female
datasources\LDC\wav\7NT2s2261.wav,neutral,six thousand ten,distant,female
datasources\LDC\wav\7NT2s2350.wav,neutral,one hundred three,distant,female
datasources\LDC\wav\7NT2s2351.wav,neutral,one hundred three,distant,female
datasources\LDC\wav\7NT2s2352.wav,neutral,one hundred three,distant,female
datasources\LDC\wav\7NT2s2420.wav,neutral,october tenth,distant,female
datasources\LDC\wav\7NT2s2421.wav,neutral,october tenth,distant,female
datasources\LDC\wav\7NT2s2440.wav,neutral,six hundred ten,distant,female
datasources\LDC\wav\7NT2s2441.wav,neutral,six hundred ten,distant,female
datasources\LDC\wav\7NT2s2510.wav,neutral,nine thousand two,distant,female
datasources\LDC\wav\7NT2s2511.wav,neutral,nine thousand two,distant,female
datasources\LDC\wav\7NT2s2640.wav,neutral,april sixteenth,distant,female
datasources\LDC\wav\7NT2s2641.wav,neutral,april sixteenth,distant,female
datasources\LDC\wav\7NT2s2650.wav,neutral,four hundred four,distant,female
datasources\LDC\wav\7NT2s2651.wav,neutral,four hundred four,distant,female
datasources\LDC\wav\7NT2s2710.wav,neutral,two hundred two,distant,female
datasources\LDC\wav\7NT2s2711.wav,neutral,two hundred two,distant,female
datasources\LDC\wav\7NT2s2740.wav,neutral,june seventeenth,distant,female
datasources\LDC\wav\7NT2s2741.wav,neutral,june seventeenth,distant,female
datasources\LDC\wav\7NT2s2750.wav,neutral,nine hundred two,distant,female
datasources\LDC\wav\7NT2s2751.wav,neutral,nine hundred two,distant,female
datasources\LDC\wav\7NT2s2810.wav,neutral,five thousand nine,distant,female
datasources\LDC\wav\7NT2s2811.wav,neutral,five thousand nine,distant,female
datasources\LDC\wav\7NT2s2820.wav,neutral,fourteen sixty,distant,female
datasources\LDC\wav\7NT2s2821.wav,neutral,fourteen sixty,distant,female
datasources\LDC\wav\7NT2s2830.wav,neutral,january,distant,female
datasources\LDC\wav\7NT2s2831.wav,neutral,january,distant,female
datasources\LDC\wav\7NT2s2930.wav,neutral,twelve and a half,distant,female
datasources\LDC\wav\7NT2s2931.wav,neutral,twelve and a half,distant,female
datasources\LDC\wav\7NT2s3290.wav,neutral,june twenty-third,distant,female
datasources\LDC\wav\7NT2s3291.wav,neutral,june twenty-third,distant,female
datasources\LDC\wav\7NT2s3350.wav,neutral,march twenty-ninth,distant,female
datasources\LDC\wav\7NT2s3351.wav,neutral,march twenty-ninth,distant,female
datasources\LDC\wav\7NT2s3410.wav,neutral,may twenty-first,distant,female
datasources\LDC\wav\7NT2s3411.wav,neutral,may twenty-first,distant,female
datasources\LDC\wav\7NT2s3500.wav,neutral,seventy-one,distant,female
datasources\LDC\wav\7NT2s3501.wav,neutral,seventy-one,distant,female
datasources\LDC\wav\7NT2s3502.wav,neutral,seventy-one,distant,female
datasources\LDC\wav\7NT3s0070.wav,neutral,seven hundred,tete a tete,female
datasources\LDC\wav\7NT3s0071.wav,neutral,seven hundred,tete a tete,female
datasources\LDC\wav\7NT3s0220.wav,neutral,eight hundred four,tete a tete,female
datasources\LDC\wav\7NT3s0221.wav,neutral,eight hundred four,tete a tete,female
datasources\LDC\wav\7NT3s0290.wav,neutral,sixteen hundred,tete a tete,female
datasources\LDC\wav\7NT3s0291.wav,neutral,sixteen hundred,tete a tete,female
datasources\LDC\wav\7NT3s0460.wav,neutral,may seventeenth,tete a tete,female
datasources\LDC\wav\7NT3s0461.wav,neutral,may seventeenth,tete a tete,female
datasources\LDC\wav\7NT3s0490.wav,neutral,one thousand five,tete a tete,female
datasources\LDC\wav\7NT3s0491.wav,neutral,one thousand five,tete a tete,female
datasources\LDC\wav\7NT3s0770.wav,neutral,two thousand five,tete a tete,female
datasources\LDC\wav\7NT3s0771.wav,neutral,two thousand five,tete a tete,female
datasources\LDC\wav\7NT3s0780.wav,neutral,two thousand ten,tete a tete,female
datasources\LDC\wav\7NT3s0781.wav,neutral,two thousand ten,tete a tete,female
datasources\LDC\wav\7NT3s0870.wav,neutral,december ninth,tete a tete,female
datasources\LDC\wav\7NT3s0871.wav,neutral,december ninth,tete a tete,female
datasources\LDC\wav\7NT3s0900.wav,neutral,four thousand ten,tete a tete,female
datasources\LDC\wav\7NT3s0901.wav,neutral,four thousand ten,tete a tete,female
datasources\LDC\wav\7NT3s1010.wav,neutral,one hundred five,tete a tete,female
datasources\LDC\wav\7NT3s1011.wav,neutral,one hundred five,tete a tete,female
datasources\LDC\wav\7NT3s1150.wav,neutral,fifteen hundred,tete a tete,female
datasources\LDC\wav\7NT3s1151.wav,neutral,fifteen hundred,tete a tete,female
datasources\LDC\wav\7NT3s1890.wav,neutral,august fourteenth,tete a tete,female
datasources\LDC\wav\7NT3s1891.wav,neutral,august fourteenth,tete a tete,female
datasources\LDC\wav\7NT3s1910.wav,neutral,four hundred ten,tete a tete,female
datasources\LDC\wav\7NT3s1911.wav,neutral,four hundred ten,tete a tete,female
datasources\LDC\wav\7NT3s2230.wav,neutral,nine hundred nine,tete a tete,female
datasources\LDC\wav\7NT3s2231.wav,neutral,nine hundred nine,tete a tete,female
datasources\LDC\wav\7NT3s2290.wav,neutral,april eighteenth,tete a tete,female
datasources\LDC\wav\7NT3s2310.wav,neutral,five thousand three,tete a tete,female
datasources\LDC\wav\7NT3s2311.wav,neutral,five thousand three,tete a tete,female
datasources\LDC\wav\7NT3s2370.wav,neutral,two hundred nine,tete a tete,female
datasources\LDC\wav\7NT3s2371.wav,neutral,two hundred nine,tete a tete,female
datasources\LDC\wav\7NT3s2480.wav,neutral,five hundred three,tete a tete,female
datasources\LDC\wav\7NT3s2481.wav,neutral,five hundred three,tete a tete,female
datasources\LDC\wav\7NT3s2550.wav,neutral,three thousand one,tete a tete,female
datasources\LDC\wav\7NT3s2551.wav,neutral,three thousand one,tete a tete,female
datasources\LDC\wav\7NT3s2680.wav,neutral,september fifth,tete a tete,female
datasources\LDC\wav\7NT3s2681.wav,neutral,september fifth,tete a tete,female
datasources\LDC\wav\7NT3s2690.wav,neutral,six thousand eight,tete a tete,female
datasources\LDC\wav\7NT3s2691.wav,neutral,six thousand eight,tete a tete,female
datasources\LDC\wav\7NT3s2780.wav,neutral,three hundred one,tete a tete,female
datasources\LDC\wav\7NT3s2781.wav,neutral,three hundred one,tete a tete,female
datasources\LDC\wav\7NT3s2800.wav,neutral,eight thousand four,tete a tete,female
datasources\LDC\wav\7NT3s2801.wav,neutral,eight thousand four,tete a tete,female
datasources\LDC\wav\7NT3s2870.wav,neutral,nine thousand nine,tete a tete,female
datasources\LDC\wav\7NT3s2871.wav,neutral,nine thousand nine,tete a tete,female
datasources\LDC\wav\7NT3s2880.wav,neutral,october eighth,tete a tete,female
datasources\LDC\wav\7NT3s2881.wav,neutral,october eighth,tete a tete,female
datasources\LDC\wav\7NT3s2900.wav,neutral,six hundred eight,tete a tete,female
datasources\LDC\wav\7NT3s2901.wav,neutral,six hundred eight,tete a tete,female
datasources\LDC\wav\7NT3s2920.wav,neutral,ten thousand three,tete a tete,female
datasources\LDC\wav\7NT3s2921.wav,neutral,ten thousand three,tete a tete,female
datasources\LDC\wav\7NT3s3230.wav,neutral,june twenty-eighth,tete a tete,female
datasources\LDC\wav\7NT3s3231.wav,neutral,june twenty-eighth,tete a tete,female
datasources\LDC\wav\7NT3s3300.wav,neutral,march thirty-first,tete a tete,female
datasources\LDC\wav\7NT3s3301.wav,neutral,march thirty-first,tete a tete,female
datasources\LDC\wav\7NT3s3450.wav,neutral,may twenty-third,tete a tete,female
datasources\LDC\wav\7NT3s3451.wav,neutral,may twenty-third,tete a tete,female
datasources\LDC\wav\7PN1s1430.wav,panic,fourteen hundred,conversation,female
datasources\LDC\wav\7PN1s1431.wav,panic,fourteen hundred,conversation,female
datasources\LDC\wav\7PN1s2120.wav,panic,one hundred nine,conversation,female
datasources\LDC\wav\7PN1s2121.wav,panic,one hundred nine,conversation,female
datasources\LDC\wav\7PN1s2560.wav,panic,december twelfth,conversation,female
datasources\LDC\wav\7PN1s2561.wav,panic,december twelfth,conversation,female
datasources\LDC\wav\7PN1s2810.wav,panic,five thousand nine,conversation,female
datasources\LDC\wav\7PN1s2811.wav,panic,five thousand nine,conversation,female
datasources\LDC\wav\7PN1s2880.wav,panic,october eighth,conversation,female
datasources\LDC\wav\7PN1s2881.wav,panic,october eighth,conversation,female
datasources\LDC\wav\7PN1s2900.wav,panic,six hundred eight,conversation,female
datasources\LDC\wav\7PN1s2901.wav,panic,six hundred eight,conversation,female
datasources\LDC\wav\7PN1s2930.wav,panic,twelve and a half,conversation,female
datasources\LDC\wav\7PN1s2931.wav,panic,twelve and a half,conversation,female
datasources\LDC\wav\7PN1s2940.wav,panic,eight thousand eight,conversation,female
datasources\LDC\wav\7PN1s2941.wav,panic,eight thousand eight,conversation,female
datasources\LDC\wav\7PN1s2950.wav,panic,ten thousand six,conversation,female
datasources\LDC\wav\7PN1s2951.wav,panic,ten thousand six,conversation,female
datasources\LDC\wav\7PN1s2952.wav,panic,ten thousand six,conversation,female
datasources\LDC\wav\7PN1s3310.wav,panic,march twenty-eighth,conversation,female
datasources\LDC\wav\7PN1s3311.wav,panic,march twenty-eighth,conversation,female
datasources\LDC\wav\7PR1s0620.wav,pride,june twentieth,conversation,female
datasources\LDC\wav\7PR1s0621.wav,pride,june twentieth,conversation,female
datasources\LDC\wav\7PR1s0650.wav,pride,nine thousand four,conversation,female
datasources\LDC\wav\7PR1s0651.wav,pride,nine thousand four,conversation,female
datasources\LDC\wav\7PR1s0652.wav,pride,nine thousand four,conversation,female
datasources\LDC\wav\7PR1s1260.wav,pride,august nineteenth,conversation,female
datasources\LDC\wav\7PR1s1261.wav,pride,august nineteenth,conversation,female
datasources\LDC\wav\7PR1s1390.wav,pride,four hundred three,conversation,female
datasources\LDC\wav\7PR1s1391.wav,pride,four hundred three,conversation,female
datasources\LDC\wav\7PR1s1590.wav,pride,october fifth,conversation,female
datasources\LDC\wav\7PR1s1591.wav,pride,october fifth,conversation,female
datasources\LDC\wav\7PR1s1640.wav,pride,one thousand twelve,conversation,female
datasources\LDC\wav\7PR1s1641.wav,pride,one thousand twelve,conversation,female
datasources\LDC\wav\7PR1s1642.wav,pride,one thousand twelve,conversation,female
datasources\LDC\wav\7PR1s1710.wav,pride,six thousand six,conversation,female
datasources\LDC\wav\7PR1s1711.wav,pride,six thousand six,conversation,female
datasources\LDC\wav\7PR1s1820.wav,pride,two thousand four,conversation,female
datasources\LDC\wav\7PR1s1821.wav,pride,two thousand four,conversation,female
datasources\LDC\wav\7PR1s2160.wav,pride,three hundred three,conversation,female
datasources\LDC\wav\7PR1s2161.wav,pride,three hundred three,conversation,female
datasources\LDC\wav\7PR1s2162.wav,pride,three hundred three,conversation,female
datasources\LDC\wav\7PR1s2960.wav,pride,five hundred eight,conversation,female
datasources\LDC\wav\7PR1s2961.wav,pride,five hundred eight,conversation,female
datasources\LDC\wav\7PS1s0020.wav,passive,eight hundred eight,conversation,female
datasources\LDC\wav\7PS1s0021.wav,passive,eight hundred eight,conversation,female
datasources\LDC\wav\7PS1s0080.wav,passive,six thousand twelve,conversation,female
datasources\LDC\wav\7PS1s0081.wav,passive,six thousand twelve,conversation,female
datasources\LDC\wav\7PS1s0230.wav,passive,five hundred six,conversation,female
datasources\LDC\wav\7PS1s0231.wav,passive,five hundred six,conversation,female
datasources\LDC\wav\7PS1s0300.wav,passive,three thousand four,conversation,female
datasources\LDC\wav\7PS1s0301.wav,passive,three thousand four,conversation,female
datasources\LDC\wav\7PS1s0480.wav,passive,october twelfth,conversation,female
datasources\LDC\wav\7PS1s0500.wav,passive,six hundred twelve,conversation,female
datasources\LDC\wav\7PS1s0501.wav,passive,six hundred twelve,conversation,female
datasources\LDC\wav\7PS1s0820.wav,passive,nineteen hundred,conversation,female
datasources\LDC\wav\7PS1s0821.wav,passive,nineteen hundred,conversation,female
datasources\LDC\wav\7PS1s0910.wav,passive,march seventeenth,conversation,female
datasources\LDC\wav\7PS1s0911.wav,passive,march seventeenth,conversation,female
datasources\LDC\wav\7PS1s1000.wav,passive,november third,conversation,female
datasources\LDC\wav\7PS1s1001.wav,passive,november third,conversation,female
datasources\LDC\wav\7PS1s1060.wav,passive,eighteen hundred,conversation,female
datasources\LDC\wav\7PS1s1061.wav,passive,eighteen hundred,conversation,female
datasources\LDC\wav\7PS1s1062.wav,passive,eighteen hundred,conversation,female
datasources\LDC\wav\7PS1s1100.wav,passive,nine hundred twelve,conversation,female
datasources\LDC\wav\7PS1s1140.wav,passive,two thousand eight,conversation,female
datasources\LDC\wav\7PS1s1141.wav,passive,two thousand eight,conversation,female
datasources\LDC\wav\7PS1s1450.wav,passive,june thirtieth,conversation,female
datasources\LDC\wav\7PS1s1451.wav,passive,june thirtieth,conversation,female
datasources\LDC\wav\7PS1s1850.wav,passive,two thousand six,conversation,female
datasources\LDC\wav\7PS1s1851.wav,passive,two thousand six,conversation,female
datasources\LDC\wav\7PS1s1852.wav,passive,two thousand six,conversation,female
datasources\LDC\wav\7PS1s1930.wav,passive,nine thousand five,conversation,female
datasources\LDC\wav\7PS1s1931.wav,passive,nine thousand five,conversation,female
datasources\LDC\wav\7PS1s1932.wav,passive,nine thousand five,conversation,female
datasources\LDC\wav\7PS1s2240.wav,passive,one thousand two,conversation,female
datasources\LDC\wav\7PS1s2241.wav,passive,one thousand two,conversation,female
datasources\LDC\wav\7PS1s2330.wav,passive,nine hundred five,conversation,female
datasources\LDC\wav\7PS1s2331.wav,passive,nine hundred five,conversation,female
datasources\LDC\wav\7PS1s2332.wav,passive,nine hundred five,conversation,female
datasources\LDC\wav\7PS1s2430.wav,passive,one hundred two,conversation,female
datasources\LDC\wav\7PS1s2431.wav,passive,one hundred two,conversation,female
datasources\LDC\wav\7PS1s2460.wav,passive,december first,conversation,female
datasources\LDC\wav\7PS1s2461.wav,passive,december first,conversation,female
datasources\LDC\wav\7PS1s2490.wav,passive,four thousand one,conversation,female
datasources\LDC\wav\7PS1s2491.wav,passive,four thousand one,conversation,female
datasources\LDC\wav\7PS1s2700.wav,passive,three hundred four,conversation,female
datasources\LDC\wav\7PS1s2701.wav,passive,three hundred four,conversation,female
datasources\LDC\wav\7PS1s2720.wav,passive,august eighteenth,conversation,female
