,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-08-02-01-02-20.wav,audio-only,surprised,Kids are talking by the door,female,"[-683.89599609375, 63.619075775146484, -3.6588103771209717, 8.359760284423828, -2.104320526123047, 10.057787895202637, -10.042488098144531, 1.4038044214248657, 0.4358358383178711, -1.1345041990280151, -4.2330851554870605, -1.9915283918380737, -5.2936787605285645, -4.770883560180664, -6.5446457862854, -2.62349271774292, -3.6076676845550537, -4.717983245849609, -2.4328629970550537, -3.6137566566467285]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-08-02-02-01-20.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-514.4725952148438, 74.47955322265625, -19.744773864746094, 8.547236442565918, -9.600726127624512, 12.910135269165039, -13.262535095214844, -2.0091686248779297, 1.532606601715088, 6.216028213500977, -5.585456371307373, -4.440557479858398, -7.2471232414245605, -6.925448894500732, -7.343968391418457, -2.6202661991119385, -4.095070838928223, -5.548837661743164, -6.2325286865234375, -7.522037506103516]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-08-02-02-02-20.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-595.3489990234375, 59.79466247558594, -8.94490909576416, 8.067540168762207, -5.126649856567383, 10.193465232849121, -10.23520278930664, 3.185985565185547, 4.266397953033447, 1.0193716287612915, -5.250300407409668, -3.5064516067504883, -6.136575698852539, -5.0373663902282715, -4.695905685424805, -1.9668049812316895, -3.229219675064087, -2.8514320850372314, -2.6313860416412354, -5.065788269042969]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-01-01-01-01-22.wav,audio-only,neutral,Kids are talking by the door,female,"[-718.7427368164062, 73.74197387695312, 10.317395210266113, 24.031038284301758, -4.541445255279541, 16.840232849121094, 1.3618154525756836, 2.099233865737915, 2.193803548812866, 0.7970765233039856, 8.080885887145996, -0.7961533069610596, -3.9550509452819824, 3.0753464698791504, -8.938459396362305, 1.0981308221817017, 0.2052084058523178, -1.9740849733352661, -4.2802324295043945, -0.9353441596031189]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-01-01-01-02-22.wav,audio-only,neutral,Kids are talking by the door,female,"[-674.2660522460938, 61.5909423828125, 5.481653690338135, 18.639266967773438, -6.825735569000244, 13.21768569946289, 3.58882212638855, 1.6450207233428955, 2.8731648921966553, 0.4607996642589569, 6.2802228927612305, -2.865417003631592, -4.279613494873047, -0.6544202566146851, -9.308707237243652, -0.39373579621315, -0.18127913773059845, -2.8502840995788574, -2.708794593811035, 0.0203457772731781]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-01-01-02-01-22.wav,audio-only,neutral,Dogs are sitting by the door,female,"[-702.3121337890625, 70.11991119384766, 10.351522445678711, 24.36823081970215, -6.257481098175049, 14.103687286376953, -0.5826419591903687, 3.456533908843994, 3.2453489303588867, 2.6904115676879883, 6.998818397521973, -2.27742862701416, -6.711659908294678, -0.8306198716163635, -10.191156387329102, 0.7997205257415771, 0.32113340497016907, -2.3549442291259766, -3.2911975383758545, -0.6745005249977112]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-01-01-02-02-22.wav,audio-only,neutral,Dogs are sitting by the door,female,"[-691.2495727539062, 63.986427307128906, 7.640598297119141, 22.708213806152344, -5.570246696472168, 15.553857803344727, -1.7708895206451416, 2.5981578826904297, 4.10162353515625, 4.668565273284912, 7.596766471862793, -0.3237208127975464, -6.616446018218994, 1.1946214437484741, -9.535624504089355, -0.07642111927270889, -0.49372607469558716, -2.200140953063965, -4.01343297958374, -1.2375088930130005]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-02-01-01-01-22.wav,audio-only,calm,Kids are talking by the door,female,"[-720.7116088867188, 61.32866668701172, 3.741450548171997, 24.730592727661133, -3.9044933319091797, 15.265769004821777, 2.359844207763672, 5.557676315307617, 4.220218658447266, 0.8402194976806641, 7.180935382843018, -2.3717572689056396, -4.845550060272217, 2.925675630569458, -8.49071216583252, 0.5901143550872803, 2.2107491493225098, -0.9729782342910767, -3.9691455364227295, 0.2600820064544678]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-02-01-01-02-22.wav,audio-only,calm,Kids are talking by the door,female,"[-697.245849609375, 67.10700988769531, 5.416011333465576, 17.9613094329834, -2.7972183227539062, 14.750306129455566, 1.3189269304275513, 4.306770324707031, 3.1124672889709473, 1.8882383108139038, 8.198347091674805, -2.102667808532715, -4.243603706359863, 0.7515439391136169, -7.4043755531311035, -2.126568078994751, 1.6742362976074219, -1.494001030921936, -3.031266689300537, 0.133821040391922]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-02-01-02-01-22.wav,audio-only,calm,Dogs are sitting by the door,female,"[-700.0462036132812, 62.07649230957031, 8.740631103515625, 21.980506896972656, -5.1541852951049805, 13.494446754455566, -0.719845175743103, 5.011476993560791, 2.758375644683838, 2.183588743209839, 5.154710292816162, -2.2747087478637695, -7.696926116943359, 0.3392753005027771, -8.80867862701416, 1.2650998830795288, 0.6814428567886353, 0.3699771761894226, -3.7797129154205322, -0.5894809365272522]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-02-01-02-02-22.wav,audio-only,calm,Dogs are sitting by the door,female,"[-690.2604370117188, 64.86404418945312, 5.565069198608398, 20.106374740600586, -4.6222405433654785, 12.131182670593262, -1.7765898704528809, 3.5226094722747803, 4.785012722015381, 5.577707290649414, 8.524874687194824, -2.6942903995513916, -5.825682640075684, -0.9364335536956787, -8.948915481567383, 0.18187090754508972, -0.030706750229001045, 0.9360244274139404, -2.3344414234161377, -1.0165306329727173]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-02-02-01-01-22.wav,audio-only,calm,Kids are talking by the door,female,"[-703.8035278320312, 67.27590942382812, 3.7669224739074707, 20.312761306762695, -4.641872882843018, 16.19483757019043, 1.3960357904434204, 5.060728073120117, 2.923784017562866, 1.692691445350647, 6.774327278137207, -0.2473967969417572, -4.668288707733154, 2.7358388900756836, -8.975996971130371, 1.5881824493408203, 2.7033588886260986, 0.802541196346283, -2.4090359210968018, 1.3797874450683594]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-02-02-01-02-22.wav,audio-only,calm,Kids are talking by the door,female,"[-702.1527709960938, 64.15460205078125, 3.9335062503814697, 22.39585304260254, -3.274481773376465, 15.152896881103516, 0.953273355960846, 5.325036525726318, 2.0052554607391357, 1.3532967567443848, 4.902878284454346, -4.4133477210998535, -4.889741897583008, 4.573655605316162, -7.460184574127197, 0.3630991578102112, 0.7348717451095581, 2.2548625469207764, -3.6772379875183105, 0.6774290800094604]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-02-02-02-01-22.wav,audio-only,calm,Dogs are sitting by the door,female,"[-704.9304809570312, 82.2207260131836, 3.929645299911499, 20.481428146362305, -4.156489849090576, 10.527438163757324, -2.9093198776245117, 1.4731662273406982, 3.179305076599121, 4.840075969696045, 7.784446716308594, -0.2608810067176819, -6.629204273223877, 0.20513558387756348, -9.28788948059082, 0.3579710125923157, 0.588545024394989, -0.9029582142829895, -3.1631929874420166, 0.5480996370315552]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-02-02-02-02-22.wav,audio-only,calm,Dogs are sitting by the door,female,"[-694.2239379882812, 77.24897003173828, 2.0956742763519287, 22.30094337463379, -2.779574155807495, 14.699772834777832, -2.130199909210205, 2.5850765705108643, 4.193499565124512, 3.776278257369995, 6.67149019241333, -1.2421528100967407, -8.069119453430176, 1.5547953844070435, -10.043460845947266, 0.056338466703891754, 0.6121291518211365, -2.0305240154266357, -5.254944801330566, 0.2862302362918854]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-03-01-01-01-22.wav,audio-only,happy,Kids are talking by the door,female,"[-644.3508911132812, 76.1419448852539, 8.483891487121582, 15.894981384277344, -7.5577216148376465, 12.599806785583496, 0.7564370036125183, 3.7788829803466797, 2.9733071327209473, 3.141223669052124, 4.873703479766846, -4.125921249389648, -6.1113152503967285, 1.6982295513153076, -9.321065902709961, -2.1478676795959473, -0.3960624635219574, -0.7548264861106873, -4.771976470947266, -1.8369773626327515]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-03-01-01-02-22.wav,audio-only,happy,Kids are talking by the door,female,"[-662.8905029296875, 71.65522003173828, 3.677513599395752, 9.538793563842773, -10.747660636901855, 10.459929466247559, 0.44451865553855896, 0.8372281193733215, 1.510567307472229, 3.9223291873931885, 1.619651198387146, -3.4236395359039307, -7.442754745483398, 0.5671688914299011, -9.837678909301758, -3.0338094234466553, -0.15212851762771606, -1.6053621768951416, -1.9642013311386108, -1.8178174495697021]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-03-01-02-01-22.wav,audio-only,happy,Dogs are sitting by the door,female,"[-650.4852905273438, 64.12747192382812, 5.321897983551025, 17.86892318725586, -7.085418224334717, 11.305416107177734, -0.38978394865989685, 2.0795023441314697, 0.05511585995554924, 3.9156246185302734, 2.69046950340271, -4.16085147857666, -7.425180912017822, 0.6740023493766785, -10.239449501037598, -3.3743863105773926, 0.20773333311080933, -1.456750512123108, -3.4250333309173584, -2.2950475215911865]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-03-01-02-02-22.wav,audio-only,happy,Dogs are sitting by the door,female,"[-654.8609619140625, 64.46001434326172, 8.81491470336914, 20.397216796875, -8.283146858215332, 10.889472961425781, -0.046445898711681366, 2.891364574432373, 2.5131030082702637, 3.5837297439575195, 5.600397109985352, -5.0853376388549805, -6.496278762817383, 1.5270695686340332, -8.12244987487793, -1.1197335720062256, -0.6522001624107361, -0.4501090347766876, -3.9871740341186523, -1.4557632207870483]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-03-02-01-01-22.wav,audio-only,happy,Kids are talking by the door,female,"[-496.0107727050781, 58.40919494628906, -1.8953572511672974, 4.400727272033691, -9.753334999084473, 3.2648067474365234, -0.5713127851486206, -3.282736301422119, -6.313953876495361, 0.6643237471580505, 0.0082771647721529, -4.657502174377441, -8.355313301086426, -1.9663286209106445, -11.58047866821289, -6.293315887451172, -0.25378134846687317, -2.8048176765441895, -4.477113246917725, -3.8137621879577637]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-03-02-01-02-22.wav,audio-only,happy,Kids are talking by the door,female,"[-508.1499938964844, 58.87361145019531, 0.7751291990280151, 8.801290512084961, -10.620451927185059, 6.358144760131836, 0.09932335466146469, 1.0506547689437866, -3.9729745388031006, 2.3982369899749756, 0.8186850547790527, -3.306455373764038, -11.739801406860352, -1.871429443359375, -10.231145858764648, -4.802417278289795, -1.4712368249893188, -2.2716073989868164, -4.732244968414307, -2.83614444732666]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-03-02-02-01-22.wav,audio-only,happy,Dogs are sitting by the door,female,"[-498.7375793457031, 45.48247146606445, 0.7770394682884216, 15.019253730773926, -10.870599746704102, 6.913090229034424, -2.299652099609375, 0.298993319272995, -5.472979545593262, 7.241203784942627, -0.8332983255386353, -4.41488790512085, -11.160402297973633, -0.4900631308555603, -10.049461364746094, -3.860978603363037, -1.4925427436828613, -3.669574737548828, -5.874477863311768, -2.7800920009613037]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-03-02-02-02-22.wav,audio-only,happy,Dogs are sitting by the door,female,"[-534.7461547851562, 60.37054443359375, 1.089678168296814, 10.692479133605957, -14.089190483093262, 7.7219438552856445, -1.4958240985870361, -1.3507719039916992, -3.6632895469665527, 5.565454959869385, -0.3913024961948395, -4.457973957061768, -12.82861042022705, -1.6177875995635986, -10.472175598144531, -2.361447811126709, -2.4639546871185303, -4.01558256149292, -4.850351810455322, -1.769909143447876]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-04-01-01-01-22.wav,audio-only,sad,Kids are talking by the door,female,"[-670.3786010742188, 72.41111755371094, 8.349040031433105, 16.43185806274414, -7.0576863288879395, 16.48386573791504, 1.8674627542495728, 1.87570321559906, 3.3498144149780273, 3.1898579597473145, 5.93205451965332, -5.390801429748535, -4.389631271362305, 0.7332592010498047, -9.483590126037598, -0.4836045801639557, -2.826599359512329, -2.499934673309326, -3.0790047645568848, -1.2492061853408813]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-04-01-01-02-22.wav,audio-only,sad,Kids are talking by the door,female,"[-656.8988037109375, 72.33029174804688, 7.192757606506348, 15.520652770996094, -7.9381537437438965, 12.734759330749512, 0.7621460556983948, 0.9966887831687927, 1.5689897537231445, 1.5627816915512085, 5.701992511749268, -5.071987628936768, -6.858020305633545, -0.6098050475120544, -9.832608222961426, -0.8665639758110046, -3.3110620975494385, -1.1235007047653198, -2.5211801528930664, -1.5188204050064087]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-04-01-02-01-22.wav,audio-only,sad,Dogs are sitting by the door,female,"[-639.0032348632812, 69.14739990234375, 5.964402198791504, 18.562084197998047, -7.72025728225708, 10.806994438171387, -3.747049331665039, -0.531308114528656, 4.290430545806885, 4.049709796905518, 6.7958502769470215, -3.494727373123169, -10.67716121673584, -1.2839670181274414, -10.44492244720459, -0.6873111724853516, -2.442519426345825, -3.205876350402832, -3.9890193939208984, -1.3827378749847412]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-04-01-02-02-22.wav,audio-only,sad,Dogs are sitting by the door,female,"[-635.8290405273438, 70.25495910644531, 7.243972301483154, 19.65651512145996, -6.450898170471191, 9.894305229187012, -4.354599475860596, -0.3811771869659424, 3.9614980220794678, 5.317736625671387, 6.455792427062988, -4.410074710845947, -11.376216888427734, -0.07698287069797516, -10.477954864501953, -0.03458632528781891, -2.456822395324707, -1.2443729639053345, -5.028341293334961, -1.778029203414917]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-04-02-01-01-22.wav,audio-only,sad,Kids are talking by the door,female,"[-638.701416015625, 70.26427459716797, 5.2056145668029785, 14.073687553405762, -6.527825832366943, 11.212756156921387, 1.7727019786834717, 0.98698890209198, -0.549723207950592, 2.530484437942505, 5.7351813316345215, -3.7957475185394287, -5.988863945007324, 0.3397156894207001, -8.546570777893066, -4.569477081298828, -1.982087254524231, 0.3130585849285126, -3.6113593578338623, -2.1294777393341064]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-04-02-01-02-22.wav,audio-only,sad,Kids are talking by the door,female,"[-622.4290161132812, 69.55422973632812, 0.042829856276512146, 12.182311058044434, -6.185609817504883, 12.368149757385254, 2.4565534591674805, 1.970882773399353, 0.4974154829978943, 1.34245765209198, 2.316469192504883, -5.748641014099121, -7.906526565551758, 1.0336768627166748, -9.71141529083252, -6.894308090209961, -2.344219207763672, -2.2685680389404297, -4.049516677856445, -2.6391851902008057]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-04-02-02-01-22.wav,audio-only,sad,Dogs are sitting by the door,female,"[-644.9969482421875, 65.14685821533203, 4.555822849273682, 20.48529815673828, -6.064782619476318, 9.934008598327637, 0.7746238708496094, 2.403827667236328, 2.0272207260131836, 5.069612979888916, 6.501019477844238, -2.756812810897827, -7.965390682220459, 0.7710121870040894, -9.843482971191406, -5.171180725097656, -3.263223171234131, -1.2160447835922241, -5.950536727905273, -2.087897539138794]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_22\03-01-04-02-02-02-22.wav,audio-only,sad,Dogs are sitting by the door,female,"[-635.2627563476562, 69.05524444580078, 0.2807108461856842, 18.739187240600586, -4.721054553985596, 14.663641929626465, 3.365053415298462, 4.872128486633301, 0.2916942238807678, 2.9181463718414307, 6.067506313323975, -4.096818923950195, -5.940323829650879, 2.010338068008423, -7.975161552429199, -6.089035511016846, -2.476858615875244, 0.6428214907646179, -6.3801445960998535, -2.958872079849243]"
